movieId,Director,TopTwoActors,releaseDate
106918,Ben Stiller,"['Ben Stiller', 'Kristen Wiig']",2013-12-18
3977,McG,"['Cameron Diaz', 'Lucy Liu']",2000-11-02
48516,Martin Scorsese,"['Leonardo DiCaprio', 'Matt Damon']",2006-10-05
1907,Tony Bancroft,"['Eddie Murphy', 'Jackie Chan']",1998-06-18
61132,Ben Stiller,"['Ben Stiller', 'Jack Black']",2008-08-09
91658,David Fincher,"['Daniel Craig', 'Rooney Mara']",2011-12-14
165,John McTiernan,"['Bruce Willis', 'Jeremy Irons']",1995-05-19
73017,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law']",2009-12-23
122888,Timur Bekmambetov,"['Jack Huston', 'Toby Kebbell']",2016-08-17
4366,Gary Trousdale,"['Michael J. Fox', 'Corey Burton']",2001-06-02
64983,Bryan Singer,"['Tom Cruise', 'Carice van Houten']",2008-12-25
59900,Dennis Dugan,"['Adam Sandler', 'John Turturro']",2008-06-05
135137,Chris Columbus,"['Adam Sandler', 'Michelle Monaghan']",2015-07-16
4370,Steven Spielberg,"['Haley Joel Osment', ""Frances O'Connor""]",2001-06-29
6958,Rob Minkoff,"['Eddie Murphy', 'Terence Stamp']",2003-11-25
1584,Robert Zemeckis,"['Jodie Foster', 'Matthew McConaughey']",1997-07-11
3826,Paul Verhoeven,"['Kevin Bacon', 'Elisabeth Shue']",2000-08-04
27821,Sydney Pollack,"['Nicole Kidman', 'Sean Penn']",2005-04-08
104074,Thor Freudenthal,"['Logan Lerman', 'Alexandra Daddario']",2013-08-07
6564,Jan de Bont,"['Angelina Jolie', 'Gerard Butler']",2003-07-21
159093,Jon M. Chu,"['Jesse Eisenberg', 'Woody Harrelson']",2016-06-02
1479,Phillip Noyce,"['Val Kilmer', 'Elisabeth Shue']",1997-04-03
4901,Tony Scott,"['Robert Redford', 'Brad Pitt']",2001-11-18
3354,Brian De Palma,"['Gary Sinise', 'Tim Robbins']",2000-03-10
86298,Carlos Saldanha,"['Jesse Eisenberg', 'Anne Hathaway']",2011-04-03
3156,Chris Columbus,"['Robin Williams', 'Sam Neill']",1999-12-17
1515,Mick Jackson,"['Tommy Lee Jones', 'Anne Heche']",1997-04-25
1488,Alan J. Pakula,"['Harrison Ford', 'Brad Pitt']",1997-03-12
5479,Kathryn Bigelow,"['Harrison Ford', 'Liam Neeson']",2002-07-19
1587,John Milius,"['Arnold Schwarzenegger', 'James Earl Jones']",1982-04-02
33660,Ron Howard,"['Russell Crowe', 'Renée Zellweger']",2005-06-02
6565,Gary Ross,"['Jeff Bridges', 'David McCullough']",2003-07-22
736,Jan de Bont,"['Helen Hunt', 'Bill Paxton']",1996-05-10
4022,Robert Zemeckis,"['Tom Hanks', 'Helen Hunt']",2000-12-22
49274,George Miller,"['Elijah Wood', 'Robin Williams']",2006-11-16
8665,Paul Greengrass,"['Matt Damon', 'Franka Potente']",2004-07-23
1608,Wolfgang Petersen,"['Harrison Ford', 'Gary Oldman']",1997-07-25
4963,Steven Soderbergh,"['George Clooney', 'Brad Pitt']",2001-12-07
90403,Paul W.S. Anderson,"['Milla Jovovich', 'Orlando Bloom']",2011-08-31
97225,Genndy Tartakovsky,"['Adam Sandler', 'Steve Buscemi']",2012-09-20
56152,Kevin Lima,"['Amy Adams', 'Patrick Dempsey']",2007-11-20
92507,Daniel Espinosa,"['Denzel Washington', 'Ryan Reynolds']",2012-02-09
3991,Kevin Lima,"['Glenn Close', 'Ioan Gruffudd']",2000-10-07
90717,Brett Ratner,"['Ben Stiller', 'Eddie Murphy']",2011-11-02
49286,Nancy Meyers,"['Cameron Diaz', 'Kate Winslet']",2006-12-08
2353,Tony Scott,"['Will Smith', 'Gene Hackman']",1998-11-20
73015,Nancy Meyers,"['Meryl Streep', 'Alec Baldwin']",2009-12-23
53322,Steven Soderbergh,"['George Clooney', 'Brad Pitt']",2007-06-07
48414,Jill Culton,"['Martin Lawrence', 'Ashton Kutcher']",2006-09-29
108190,Neil Burger,"['Shailene Woodley', 'Theo James']",2014-03-14
4223,Jean-Jacques Annaud,"['Jude Law', 'Rachel Weisz']",2001-03-13
6764,Peter Berg,"['Dwayne Johnson', 'Seann William Scott']",2003-09-26
485,John McTiernan,"['Arnold Schwarzenegger', 'F. Murray Abraham']",1993-06-18
41571,Rob Marshall,"['Zhang Ziyi', 'Gong Li']",2005-12-06
46335,Justin Lin,"['Lucas Black', 'Nathalie Kelley']",2006-06-03
91414,Barry Cook,"['James McAvoy', 'Hugh Laurie']",2011-02-22
2340,Martin Brest,"['Brad Pitt', 'Anthony Hopkins']",1998-11-12
5093,Andrew Davis,"['Arnold Schwarzenegger', 'Francesca Neri']",2002-02-06
2971,Bob Fosse,"['Roy Scheider', 'Jessica Lange']",1979-12-20
94015,Tarsem Singh,"['Julia Roberts', 'Lily Collins']",2012-03-15
79702,Edgar Wright,"['Michael Cera', 'Mary Elizabeth Winstead']",2010-07-27
6264,Jon Amiel,"['Aaron Eckhart', 'Hilary Swank']",2003-03-28
3821,Peter Segal,"['Eddie Murphy', 'Janet Jackson']",2000-07-27
5419,Raja Gosnell,"['Freddie Prinze Jr.', 'Sarah Michelle Gellar']",2002-06-14
96737,Pete Travis,"['Karl Urban', 'Olivia Thirlby']",2012-09-07
45672,Frank Coraci,"['Adam Sandler', 'Kate Beckinsale']",2006-06-22
3016,George A. Romero,"['Hal Holbrook', 'Adrienne Barbeau']",1982-11-12
58025,Doug Liman,"['Hayden Christensen', 'Jamie Bell']",2008-02-10
57640,Guillermo del Toro,"['Ron Perlman', 'Selma Blair']",2008-07-11
51540,David Fincher,"['Jake Gyllenhaal', 'Robert Downey Jr.']",2007-03-02
3986,Roger Spottiswoode,"['Arnold Schwarzenegger', 'Michael Rapaport']",2000-11-17
6373,Tom Shadyac,"['Jim Carrey', 'Jennifer Aniston']",2003-05-23
79695,Sylvester Stallone,"['Sylvester Stallone', 'Jason Statham']",2010-08-03
648,Brian De Palma,"['Tom Cruise', 'Jon Voight']",1996-05-22
91500,Gary Ross,"['Jennifer Lawrence', 'Josh Hutcherson']",2012-03-12
86911,Todd Phillips,"['Bradley Cooper', 'Ed Helms']",2011-05-25
1377,Tim Burton,"['Michael Keaton', 'Danny DeVito']",1992-06-19
45431,Karey Kirkpatrick,"['Bruce Willis', 'Garry Shandling']",2006-04-22
5444,Chris Sanders,"['Chris Sanders', 'Daveigh Chase']",2002-06-21
49647,Gary Winick,"['Julia Roberts', 'Steve Buscemi']",2006-12-15
1876,Mimi Leder,"['Robert Duvall', 'Téa Leoni']",1998-05-08
103810,Dean Parisot,"['Bruce Willis', 'Catherine Zeta-Jones']",2013-07-18
33646,Peter Segal,"['Adam Sandler', 'Chris Rock']",2005-05-19
91671,Mike Mitchell,"['Jason Lee', 'David Cross']",2011-12-14
104218,Dennis Dugan,"['Adam Sandler', 'Kevin James']",2013-07-11
60126,Peter Segal,"['Steve Carell', 'Anne Hathaway']",2008-06-19
7149,Nancy Meyers,"['Jack Nicholson', 'Diane Keaton']",2003-12-12
74458,Martin Scorsese,"['Leonardo DiCaprio', 'Mark Ruffalo']",2010-02-18
64032,Seth Gordon,"['Vince Vaughn', 'Reese Witherspoon']",2008-11-26
32031,Chris Wedge,"['Robin Williams', 'Ewan McGregor']",2005-03-10
1573,John Woo,"['John Travolta', 'Nicolas Cage']",1997-06-27
65088,Adam Shankman,"['Adam Sandler', 'Keri Russell']",2008-12-24
5464,Sam Mendes,"['Tom Hanks', 'Tyler Hoechlin']",2002-07-12
85367,Dennis Dugan,"['Adam Sandler', 'Jennifer Aniston']",2011-02-10
1552,Simon West,"['Nicolas Cage', 'John Cusack']",1997-06-01
62081,D.J. Caruso,"['Shia LaBeouf', 'Michelle Monaghan']",2008-09-25
7162,Anthony Minghella,"['Jude Law', 'Nicole Kidman']",2003-12-24
73321,Albert Hughes,"['Denzel Washington', 'Gary Oldman']",2010-01-14
1702,Les Mayfield,"['Robin Williams', 'Marcia Gay Harden']",1997-11-26
2719,Jan de Bont,"['Liam Neeson', 'Catherine Zeta-Jones']",1999-07-23
673,Joe Pytka,"['Michael Jordan', 'Wayne Knight']",1996-11-15
43836,Shawn Levy,"['Steve Martin', 'Kevin Kline']",2006-01-18
64497,Scott Derrickson,"['Keanu Reeves', 'Jennifer Connelly']",2008-12-10
1597,Richard Donner,"['Mel Gibson', 'Julia Roberts']",1997-08-07
115210,David Ayer,"['Brad Pitt', 'Shia LaBeouf']",2014-10-15
1894,Ivan Reitman,"['Harrison Ford', 'Anne Heche']",1998-06-12
83177,Eric Brevig,"['Dan Aykroyd', 'Justin Timberlake']",2010-12-11
5389,Kelly Asbury,"['Matt Damon', 'James Cromwell']",2002-05-24
87867,Frank Coraci,"['Kevin James', 'Rosario Dawson']",2011-07-06
1831,Stephen Hopkins,"['Gary Oldman', 'William Hurt']",1998-04-03
8781,Jonathan Demme,"['Denzel Washington', 'Meryl Streep']",2004-07-30
2175,Henry Jaglom,"['Stephen Dillane', 'Victoria Foyt']",1998-04-22
142997,Genndy Tartakovsky,"['Adam Sandler', 'Andy Samberg']",2015-09-21
3159,James Algar,"['Steve Martin', 'Itzhak Perlman']",1999-12-17
5171,Simon Wells,"['Guy Pearce', 'Mark Addy']",2002-03-04
2429,Ron Underwood,"['Charlize Theron', 'Rade Serbedzija']",1998-12-25
4344,Dominic Sena,"['John Travolta', 'Hugh Jackman']",2001-06-07
39435,Martin Campbell,"['Antonio Banderas', 'Catherine Zeta-Jones']",2005-10-24
2297,Vincent Ward,"['Robin Williams', 'Cuba Gooding Jr.']",1998-10-02
3979,Steven Brill,"['Adam Sandler', 'Patricia Arquette']",2000-11-10
36401,Terry Gilliam,"['Heath Ledger', 'Matt Damon']",2005-08-26
1391,Tim Burton,"['Jack Nicholson', 'Glenn Close']",1996-12-12
1615,Lee Tamahori,"['Alec Baldwin', 'Anthony Hopkins']",1997-09-06
71530,Jonathan Mostow,"['Bruce Willis', 'Radha Mitchell']",2009-09-24
4033,Roger Donaldson,"['Kevin Costner', 'Bruce Greenwood']",2000-12-24
798,Rob Cohen,"['Sylvester Stallone', 'Amy Brenneman']",1996-12-06
3593,Roger Christian,"['John Travolta', 'Barry Pepper']",2000-05-10
6946,Joe Dante,"['Brendan Fraser', 'Jenna Elfman']",2003-11-14
6959,Richard Donner,"['Paul Walker', ""Frances O'Connor""]",2003-11-26
1726,Kevin Costner,"['Kevin Costner', 'Will Patton']",1997-12-25
2384,George Miller,"['James Cromwell', 'Mary Stein']",1998-11-25
135532,Breck Eisner,"['Vin Diesel', 'Rose Leslie']",2015-10-21
3981,Antony Hoffman,"['Val Kilmer', 'Carrie-Anne Moss']",2000-11-10
76054,Jacques Perrin,"['Pierce Brosnan', 'Jacques Perrin']",2009-10-17
27618,Peter Hyams,"['Heike Makatsch', 'Armin Rohde']",2005-05-15
4995,Ron Howard,"['Russell Crowe', 'Ed Harris']",2001-12-11
364,Roger Allers,"['Jonathan Taylor Thomas', 'Matthew Broderick']",1994-06-23
92681,Brad Peyton,"['Dwayne Johnson', 'Josh Hutcherson']",2012-01-19
105468,Cody Cameron,"['Bill Hader', 'Anna Faris']",2013-09-26
5630,Brett Ratner,"['Anthony Hopkins', 'Edward Norton']",2002-09-29
7324,Joe Johnston,"['Viggo Mortensen', 'Zuleikha Robinson']",2004-03-05
90890,Dennis Dugan,"['Adam Sandler', 'Katie Holmes']",2011-11-11
6383,John Singleton,"['Paul Walker', 'Tyrese Gibson']",2003-06-05
143245,Mark Osborne,"['Jeff Bridges', 'Rachel McAdams']",2015-07-29
54771,Oliver Hirschbiegel,"['Nicole Kidman', 'Daniel Craig']",2007-08-17
3754,Des McAnuff,"['Rene Russo', 'Jason Alexander']",2000-06-30
135436,Chris Renaud,"['Louis C.K.', 'Eric Stonestreet']",2016-06-18
6541,Stephen Norrington,"['Sean Connery', 'Peta Wilson']",2003-07-11
103335,Pierre Coffin,"['Steve Carell', 'Kristen Wiig']",2013-06-25
780,Roland Emmerich,"['Will Smith', 'Bill Pullman']",1996-06-25
1544,Steven Spielberg,"['Jeff Goldblum', 'Julianne Moore']",1997-05-23
33615,Eric Darnell,"['Ben Stiller', 'Chris Rock']",2005-05-25
48774,Alfonso Cuarón,"['Clive Owen', 'Michael Caine']",2006-09-22
3793,Bryan Singer,"['Patrick Stewart', 'Hugh Jackman']",2000-07-13
60072,Timur Bekmambetov,"['Angelina Jolie', 'James McAvoy']",2008-06-19
733,Michael Bay,"['Sean Connery', 'Nicolas Cage']",1996-06-06
44022,Carlos Saldanha,"['Ray Romano', 'John Leguizamo']",2006-03-23
7293,Peter Segal,"['Adam Sandler', 'Drew Barrymore']",2004-02-13
52975,Adam Shankman,"['John Travolta', 'Michelle Pfeiffer']",2007-07-13
8815,Renny Harlin,"['Stellan Skarsgård', 'Izabella Scorupco']",2004-08-20
2720,David Kellogg,"['Matthew Broderick', 'Rupert Everett']",1999-07-23
102903,Louis Leterrier,"['Jesse Eisenberg', 'Mark Ruffalo']",2013-05-29
79134,Dennis Dugan,"['Adam Sandler', 'Salma Hayek']",2010-06-24
8529,Steven Spielberg,"['Tom Hanks', 'Catherine Zeta-Jones']",2004-06-17
3999,Martin Campbell,"[""Chris O'Donnell"", 'Robin Tunney']",2000-12-08
56788,Mike Nichols,"['Tom Hanks', 'Philip Seymour Hoffman']",2007-12-19
8907,Vicky Jenson,"['Will Smith', 'Robert De Niro']",2004-09-20
49824,Bill Condon,"['Jamie Foxx', 'Beyoncé Knowles']",2006-12-25
32019,F. Gary Gray,"['John Travolta', 'Uma Thurman']",2005-03-04
41997,Steven Spielberg,"['Eric Bana', 'Daniel Craig']",2005-12-22
6213,Antoine Fuqua,"['Bruce Willis', 'Monica Bellucci']",2003-03-07
78041,Robert Luketic,"['Katherine Heigl', 'Ashton Kutcher']",2010-06-04
138036,Guy Ritchie,"['Henry Cavill', 'Armie Hammer']",2015-08-13
27808,James L. Brooks,"['Adam Sandler', 'Téa Leoni']",2004-12-17
46948,Gil Kenan,"['Ryan Newman', 'Steve Buscemi']",2006-07-21
4844,Barry Levinson,"['Bruce Willis', 'Billy Bob Thornton']",2001-10-12
168,Jerry Zucker,"['Sean Connery', 'Richard Gere']",1995-07-07
3155,Andy Tennant,"['Jodie Foster', 'Chow Yun-fat']",1999-12-16
90888,Tarsem Singh,"['Mickey Rourke', 'Kellan Lutz']",2011-11-10
32029,Florent-Emilio Siri,"['Bruce Willis', 'Kevin Pollak']",2005-03-09
3745,Gary Goldman,"['Matt Damon', 'Bill Pullman']",2000-06-16
6484,Ron Shelton,"['Harrison Ford', 'Josh Hartnett']",2003-06-09
2322,Paul W.S. Anderson,"['Kurt Russell', 'Jason Scott Lee']",1998-10-23
4158,Henry Selick,"['Brendan Fraser', 'Bridget Fonda']",2001-02-23
27837,John Moore,"['Dennis Quaid', 'Tyrese Gibson']",2004-12-17
3994,M. Night Shyamalan,"['Bruce Willis', 'Samuel L. Jackson']",2000-11-13
135887,Kyle Balda,"['Sandra Bullock', 'Jon Hamm']",2015-06-17
85510,Zack Snyder,"['Emily Browning', 'Abbie Cornish']",2011-03-24
2126,Brian De Palma,"['Nicolas Cage', 'Gary Sinise']",1998-08-07
1779,Barry Levinson,"['Dustin Hoffman', 'Sharon Stone']",1998-02-13
157340,Fergal Reilly,"['Jason Sudeikis', 'Josh Gad']",2016-05-11
57951,Andy Tennant,"['Matthew McConaughey', 'Kate Hudson']",2008-02-07
66509,Judd Apatow,"['Adam Sandler', 'Seth Rogen']",2009-07-31
54736,Peter Berg,"['Jamie Foxx', 'Jennifer Garner']",2007-08-22
46970,Adam McKay,"['Will Ferrell', 'John C. Reilly']",2006-08-04
4368,Steve Carr,"['Eddie Murphy', 'Kristen Wilson']",2001-06-22
110,Mel Gibson,"['Mel Gibson', 'Catherine McCormack']",1995-05-24
40278,Sam Mendes,"['Jamie Foxx', 'Jake Gyllenhaal']",2005-11-04
54272,David Silverman,"['Dan Castellaneta', 'Julie Kavner']",2007-07-25
4994,Frank Darabont,"['Jim Carrey', 'Martin Landau']",2001-12-21
4265,Renny Harlin,"['Kip Pardue', 'Robert Sean Leonard']",2001-04-27
8534,Jean-Jacques Annaud,"['Maï Anh Le', 'Guy Pearce']",2004-04-07
8783,M. Night Shyamalan,"['Bryce Dallas Howard', 'Joaquin Phoenix']",2004-07-30
1911,Betty Thomas,"['Eddie Murphy', 'Ossie Davis']",1998-06-22
5502,M. Night Shyamalan,"['Mel Gibson', 'Joaquin Phoenix']",2002-08-02
8360,Andrew Adamson,"['Mike Myers', 'Eddie Murphy']",2004-05-19
45517,John Lasseter,"['Owen Wilson', 'Paul Newman']",2006-06-08
2724,Garry Marshall,"['Julia Roberts', 'Richard Gere']",1999-07-30
5507,Rob Cohen,"['Vin Diesel', 'Asia Argento']",2002-08-09
832,Ron Howard,"['Mel Gibson', 'Gary Sinise']",1996-11-08
68157,Quentin Tarantino,"['Brad Pitt', 'Mélanie Laurent']",2009-08-18
3489,Steven Spielberg,"['Robin Williams', 'Dustin Hoffman']",1991-12-11
1370,Renny Harlin,"['Bruce Willis', 'Bonnie Bedelia']",1990-07-02
6595,Clark Johnson,"['Samuel L. Jackson', 'Colin Farrell']",2003-08-08
4975,Cameron Crowe,"['Tom Cruise', 'Penélope Cruz']",2001-12-10
45730,M. Night Shyamalan,"['Paul Giamatti', 'Jeffrey Wright']",2006-07-21
8810,Paul W.S. Anderson,"['Sanaa Lathan', 'Raoul Bova']",2004-08-12
73042,Betty Thomas,"['Zachary Levi', 'David Cross']",2009-12-21
5152,Randall Wallace,"['Mel Gibson', 'Greg Kinnear']",2002-03-01
101362,Antoine Fuqua,"['Gerard Butler', 'Aaron Eckhart']",2013-03-20
2393,Jonathan Frakes,"['Patrick Stewart', 'Jonathan Frakes']",1998-12-10
85131,Jonathan Liebesman,"['Aaron Eckhart', 'Ramón Rodríguez']",2011-03-08
7147,Tim Burton,"['Ewan McGregor', 'Albert Finney']",2003-12-25
382,Mike Nichols,"['Jack Nicholson', 'Christopher Plummer']",1994-06-17
91126,Steven Spielberg,"['Tom Hiddleston', 'Benedict Cumberbatch']",2011-12-25
108928,George Clooney,"['Matt Damon', 'Cate Blanchett']",2014-01-24
1127,James Cameron,"['Ed Harris', 'Mary Elizabeth Mastrantonio']",1989-08-09
80590,Oliver Stone,"['Michael Douglas', 'Shia LaBeouf']",2010-09-02
114795,Gary Shore,"['Luke Evans', 'Sarah Gadon']",2014-10-01
2334,Edward Zwick,"['Denzel Washington', 'Annette Bening']",1998-11-06
54259,Matthew Vaughn,"['Claire Danes', 'Charlie Cox']",2007-08-09
1619,Jean-Jacques Annaud,"['Brad Pitt', 'Jamyang Jamtsho Wangchuk']",1997-09-12
83910,Ron Howard,"['Kevin James', 'Vince Vaughn']",2011-01-13
5414,Joel Schumacher,"['Anthony Hopkins', 'Chris Rock']",2002-06-07
37380,Andrzej Bartkowiak,"['Dwayne Johnson', 'Karl Urban']",2005-10-20
5803,Betty Thomas,"['Eddie Murphy', 'Owen Wilson']",2002-10-31
91974,Måns Mårlind,"['Kate Beckinsale', 'Stephen Rea']",2012-01-19
95307,Adam Shankman,"['Julianne Hough', 'Diego Boneta']",2012-06-13
5107,Gregory Hoblit,"['Bruce Willis', 'Colin Farrell']",2002-02-15
89840,Gary McKendry,"['Jason Statham', 'Clive Owen']",2011-09-23
5094,John McTiernan,"['Chris Klein', 'LL Cool J']",2002-02-08
5609,Wych Kaosayananda,"['Antonio Banderas', 'Lucy Liu']",2002-09-20
1752,Mikael Salomon,"['Morgan Freeman', 'Christian Slater']",1998-01-16
4719,Bobby Farrelly,"['Chris Rock', 'Laurence Fishburne']",2001-08-07
120637,Michael Mann,"['Chris Hemsworth', 'Leehom Wang']",2015-01-13
8865,Kerry Conran,"['Jude Law', 'Gwyneth Paltrow']",2004-09-17
44759,Michael Caton-Jones,"['Sharon Stone', 'David Morrissey']",2006-03-29
105653,Mikael Håfström,"['Sylvester Stallone', 'Arnold Schwarzenegger']",2013-10-09
5400,Phil Alden Robinson,"['Ben Affleck', 'Morgan Freeman']",2002-05-31
78772,David Slade,"['Kristen Stewart', 'Robert Pattinson']",2010-06-23
4448,Frank Oz,"['Robert De Niro', 'Edward Norton']",2001-07-13
79091,Pierre Coffin,"['Steve Carell', 'Jason Segel']",2010-07-08
20,Joseph Ruben,"['Wesley Snipes', 'Woody Harrelson']",1995-11-21
135861,Seth MacFarlane,"['Mark Wahlberg', 'Seth MacFarlane']",2015-06-25
74624,Alejandro Amenábar,"['Rachel Weisz', 'Max Minghella']",2009-05-17
2723,Kinka Usher,"['Ben Stiller', 'Geoffrey Rush']",1999-08-06
85022,Bobby Farrelly,"['Owen Wilson', 'Jason Sudeikis']",2011-02-25
3006,Michael Mann,"['Al Pacino', 'Russell Crowe']",1999-10-28
151777,Craig Gillespie,"['Chris Pine', 'Casey Affleck']",2016-01-25
62374,Ridley Scott,"['Leonardo DiCaprio', 'Russell Crowe']",2008-10-10
79428,Jay Roach,"['Steve Carell', 'Paul Rudd']",2010-07-30
95207,Timur Bekmambetov,"['Benjamin Walker', 'Dominic Cooper']",2012-06-20
2605,Jon Amiel,"['Sean Connery', 'Catherine Zeta-Jones']",1999-04-29
1909,Rob Bowman,"['David Duchovny', 'Gillian Anderson']",1998-06-19
54686,Doug Lefler,"['Colin Firth', 'Ben Kingsley']",2007-04-19
2028,Steven Spielberg,"['Tom Hanks', 'Matt Damon']",1998-07-24
109850,Scott Waugh,"['Aaron Paul', 'Dominic Cooper']",2014-03-13
4018,Nancy Meyers,"['Helen Hunt', 'Mel Gibson']",2000-12-15
5218,Chris Wedge,"['Ray Romano', 'John Leguizamo']",2002-03-10
6250,Lawrence Kasdan,"['Morgan Freeman', 'Thomas Jane']",2003-03-21
98154,Steven Spielberg,"['Daniel Day-Lewis', 'Sally Field']",2012-11-09
2571,Lilly Wachowski,"['Keanu Reeves', 'Laurence Fishburne']",1999-03-30
150,Ron Howard,"['Tom Hanks', 'Bill Paxton']",1995-06-30
5804,Michael Lembeck,"['Tim Allen', 'Elizabeth Mitchell']",2002-10-31
99149,Tom Hooper,"['Hugh Jackman', 'Russell Crowe']",2012-12-18
2424,Nora Ephron,"['Tom Hanks', 'Meg Ryan']",1998-12-17
60756,Adam McKay,"['Will Ferrell', 'John C. Reilly']",2008-07-25
2006,Martin Campbell,"['Antonio Banderas', 'Anthony Hopkins']",1998-07-16
81537,Todd Phillips,"['Robert Downey Jr.', 'Zach Galifianakis']",2010-11-04
118702,Angelina Jolie,"[""Jack O'Connell"", 'Domhnall Gleeson']",2014-12-25
3827,Clint Eastwood,"['Clint Eastwood', 'Tommy Lee Jones']",2000-07-31
434,Renny Harlin,"['Sylvester Stallone', 'John Lithgow']",1993-05-28
95,John Woo,"['John Travolta', 'Christian Slater']",1996-02-09
3784,Jon Turteltaub,"['Bruce Willis', 'Spencer Breslin']",2000-07-07
46974,Oliver Stone,"['Nicolas Cage', 'Maria Bello']",2006-08-09
7154,Mike Newell,"['Julia Roberts', 'Kirsten Dunst']",2003-12-19
94677,Larry Charles,"['Sacha Baron Cohen', 'Sayed Badreya']",2012-05-15
2712,Stanley Kubrick,"['Tom Cruise', 'Nicole Kidman']",1999-07-14
129354,Glenn Ficarra,"['Will Smith', 'Margot Robbie']",2015-02-25
93326,McG,"['Reese Witherspoon', 'Chris Pine']",2012-02-14
8985,David S. Goyer,"['Wesley Snipes', 'Kris Kristofferson']",2004-12-08
3441,John Milius,"['Patrick Swayze', 'C. Thomas Howell']",1984-08-10
1810,Mike Nichols,"['John Travolta', 'Emma Thompson']",1998-03-20
96691,Paul W.S. Anderson,"['Milla Jovovich', 'Sienna Guillory']",2012-09-12
61248,Paul W.S. Anderson,"['Jason Statham', 'Joan Allen']",2008-08-22
1047,Renny Harlin,"['Geena Davis', 'Samuel L. Jackson']",1996-10-11
3998,Taylor Hackford,"['Meg Ryan', 'Russell Crowe']",2000-12-08
40851,Jon Favreau,"['Jonah Bobo', 'Josh Hutcherson']",2005-11-06
2959,David Fincher,"['Edward Norton', 'Brad Pitt']",1999-10-15
49793,McG,"['Matthew McConaughey', 'Matthew Fox']",2006-12-12
7000,Michael Lehmann,"['Bruce Willis', 'Danny Aiello']",1991-05-23
108689,Stuart Beattie,"['Aaron Eckhart', 'Yvonne Strahovski']",2014-01-22
37736,Roman Polanski,"['Barney Clark', 'Ben Kingsley']",2005-09-23
31221,Rob Bowman,"['Jennifer Garner', 'Goran Visnjic']",2005-01-13
113573,Robert Rodriguez,"['Mickey Rourke', 'Jessica Alba']",2014-08-20
2906,Sydney Pollack,"['Harrison Ford', 'Kristin Scott Thomas']",1999-10-08
142448,Baltasar Kormákur,"['Jason Clarke', 'Jake Gyllenhaal']",2015-09-10
48997,Tom Tykwer,"['Ben Whishaw', 'Simon Chandler']",2006-09-13
5481,Jay Roach,"['Mike Myers', 'Beyoncé Knowles']",2002-07-26
480,Steven Spielberg,"['Sam Neill', 'Laura Dern']",1993-06-11
383,Lawrence Kasdan,"['Kevin Costner', 'Dennis Quaid']",1994-06-24
349,Phillip Noyce,"['Harrison Ford', 'Willem Dafoe']",1994-08-03
