movie_id,title,Director,Top Two Actors,release_date
36557,Casino Royale,Martin Campbell,"['Daniel Craig', 'Eva Green']",2006-11-14
869,Planet of the Apes,Tim Burton,"['Mark Wahlberg', 'Tim Roth']",2001-07-25
280,Terminator 2: Judgment Day,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton']",1991-07-01
11322,Public Enemies,Michael Mann,"['Christian Bale', 'Johnny Depp']",2009-07-01
4982,American Gangster,Ridley Scott,"['Denzel Washington', 'Russell Crowe']",2007-11-02
36955,True Lies,James Cameron,"['Arnold Schwarzenegger', 'Jamie Lee Curtis']",1994-07-14
18487,The Taking of Pelham 1 2 3,Tony Scott,"['Denzel Washington', 'John Travolta']",2009-06-11
39451,Little Fockers,Paul Weitz,"['Robert De Niro', 'Ben Stiller']",2010-12-21
27581,The Other Guys,Adam McKay,"['Will Ferrell', 'Mark Wahlberg']",2010-08-06
9268,Eraser,Chuck Russell,"['Arnold Schwarzenegger', 'James Caan']",1996-06-21
68718,Django Unchained,Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz']",2012-12-25
10545,The Hunchback of Notre Dame,Gary Trousdale,"['Tom Hulce', 'Demi Moore']",1996-06-21
11688,The Emperor's New Groove,Mark Dindal,"['David Spade', 'John Goodman']",2000-12-09
76163,The Expendables 2,Simon West,"['Sylvester Stallone', 'Jason Statham']",2012-08-08
2059,National Treasure,Jon Turteltaub,"['Nicolas Cage', 'Diane Kruger']",2004-11-19
2486,Eragon,Stefen Fangmeier,"['Ed Speleers', 'Jeremy Irons']",2006-12-14
16523,Where the Wild Things Are,Spike Jonze,"['Max Records', 'Catherine Keener']",2009-10-16
116711,Epic,Chris Wedge,"['Josh Hutcherson', 'Amanda Seyfried']",2013-05-15
37710,The Tourist,Florian Henckel von Donnersmarck,"['Johnny Depp', 'Angelina Jolie']",2010-12-08
9946,End of Days,Peter Hyams,"['Arnold Schwarzenegger', 'Gabriel Byrne']",1999-11-24
1372,Blood Diamond,Edward Zwick,"['Leonardo DiCaprio', 'Djimon Hounsou']",2006-12-07
106646,The Wolf of Wall Street,Martin Scorsese,"['Leonardo DiCaprio', 'Jonah Hill']",2013-12-25
414,Batman Forever,Joel Schumacher,"['Val Kilmer', 'Tommy Lee Jones']",1995-05-31
563,Starship Troopers,Paul Verhoeven,"['Casper Van Dien', 'Dina Meyer']",1997-11-06
83542,Cloud Atlas,Tom Tykwer,"['Tom Hanks', 'Halle Berry']",2012-10-26
41216,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,"['Emily Barclay', 'Abbie Cornish']",2010-07-10
314,Catwoman,Pitof,"['Halle Berry', 'Benjamin Bratt']",2004-07-22
184315,Hercules,Brett Ratner,"['Dwayne Johnson', 'Ian McShane']",2014-07-23
9016,Treasure Planet,Ron Clements,"['Joseph Gordon-Levitt', 'Brian Murray']",2002-11-26
18162,Land of the Lost,Brad Silberling,"['Will Ferrell', 'Anna Friel']",2009-06-05
138103,The Expendables 3,Patrick Hughes,"['Sylvester Stallone', 'Jason Statham']",2014-08-04
257088,Point Break,Ericson Core,"['Edgar Ramírez', 'Luke Bracey']",2015-12-03
10214,Son of the Mask,Lawrence Guterman,"['Jamie Kennedy', 'Alan Cumming']",2005-02-18
205775,In the Heart of the Sea,Ron Howard,"['Chris Hemsworth', 'Benjamin Walker']",2015-11-20
11692,The Adventures of Pluto Nash,Ron Underwood,"['Eddie Murphy', 'Randy Quaid']",2002-08-15
22972,Green Zone,Paul Greengrass,"['Matt Damon', 'Greg Kinnear']",2010-03-11
227973,The Peanuts Movie,Steve Martino,"['Noah Schnapp', 'Bill Melendez']",2015-11-05
29193,The Spanish Prisoner,David Mamet,"['Steve Martin', 'Campbell Scott']",1997-09-08
1734,The Mummy Returns,Stephen Sommers,"['Brendan Fraser', 'Rachel Weisz']",2001-04-28
3131,Gangs of New York,Martin Scorsese,"['Leonardo DiCaprio', 'Daniel Day-Lewis']",2002-12-14
76758,The Flowers of War,Zhang Yimou,"['Christian Bale', 'Ni Ni']",2011-12-15
9408,Surf's Up,Ash Brannon,"['Shia LaBeouf', 'Jeff Bridges']",2007-06-08
9890,The Stepford Wives,Frank Oz,"['Nicole Kidman', 'Matthew Broderick']",2004-06-10
855,Black Hawk Down,Ridley Scott,"['Josh Hartnett', 'Ewan McGregor']",2001-12-28
77953,The Campaign,Jay Roach,"['Will Ferrell', 'Zach Galifianakis']",2012-08-09
18,The Fifth Element,Luc Besson,"['Bruce Willis', 'Gary Oldman']",1997-05-07
37786,Sex and the City 2,Michael Patrick King,"['Sarah Jessica Parker', 'Kristin Davis']",2010-05-26
10501,The Road to El Dorado,Don Michael Paul,"['Kenneth Branagh', 'Kevin Kline']",2000-03-31
57800,Ice Age: Continental Drift,Steve Martino,"['John Leguizamo', 'Ray Romano']",2012-06-26
150689,Cinderella,Kenneth Branagh,"['Lily James', 'Cate Blanchett']",2015-03-12
7980,The Lovely Bones,Peter Jackson,"['Rachel Weisz', 'Mark Wahlberg']",2009-12-26
12,Finding Nemo,Andrew Stanton,"['Albert Brooks', 'Ellen DeGeneres']",2003-05-30
122,The Lord of the Rings: The Return of the King,Peter Jackson,"['Elijah Wood', 'Ian McKellen']",2003-12-01
121,The Lord of the Rings: The Two Towers,Peter Jackson,"['Elijah Wood', 'Ian McKellen']",2002-12-18
68737,Seventh Son,Sergei Bodrov,"['Jeff Bridges', 'Julianne Moore']",2014-12-12
1995,Lara Croft: Tomb Raider,Simon West,"['Angelina Jolie', 'Jon Voight']",2001-06-11
157353,Transcendence,Wally Pfister,"['Johnny Depp', 'Paul Bettany']",2014-04-16
331,Jurassic Park III,Joe Johnston,"['Sam Neill', 'William H. Macy']",2001-07-18
61791,Rise of the Planet of the Apes,Rupert Wyatt,"['James Franco', 'Freida Pinto']",2011-08-03
8204,The Spiderwick Chronicles,Mark Waters,"['Freddie Highmore', 'Mary-Louise Parker']",2008-02-14
47964,A Good Day to Die Hard,John Moore,"['Bruce Willis', 'Jai Courtney']",2013-02-06
10733,The Alamo,John Lee Hancock,"['Dennis Quaid', 'Billy Bob Thornton']",2004-04-07
9806,The Incredibles,Brad Bird,"['Craig T. Nelson', 'Holly Hunter']",2004-11-05
1408,Cutthroat Island,Renny Harlin,"['Geena Davis', 'Matthew Modine']",1995-12-22
32657,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,"['Logan Lerman', 'Brandon T. Jackson']",2010-02-01
607,Men in Black,Barry Sonnenfeld,"['Tommy Lee Jones', 'Will Smith']",1997-07-02
863,Toy Story 2,John Lasseter,"['Tom Hanks', 'Tim Allen']",1999-10-30
44048,Unstoppable,Tony Scott,"['Denzel Washington', 'Chris Pine']",2010-11-04
5175,Rush Hour 2,Brett Ratner,"['Chris Tucker', 'Jackie Chan']",2001-08-03
2655,What Lies Beneath,Robert Zemeckis,"['Harrison Ford', 'Michelle Pfeiffer']",2000-07-21
22794,Cloudy with a Chance of Meatballs,Phil Lord,"['Bill Hader', 'Anna Faris']",2009-09-17
8355,Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,"['Ray Romano', 'John Leguizamo']",2009-06-29
116745,The Secret Life of Walter Mitty,Ben Stiller,"['Ben Stiller', 'Kristen Wiig']",2013-12-18
4327,Charlie's Angels,McG,"['Cameron Diaz', 'Lucy Liu']",2000-11-02
1422,The Departed,Martin Scorsese,"['Leonardo DiCaprio', 'Matt Damon']",2006-10-05
10674,Mulan,Tony Bancroft,"['Eddie Murphy', 'Jackie Chan']",1998-06-18
7446,Tropic Thunder,Ben Stiller,"['Ben Stiller', 'Jack Black']",2008-08-09
65754,The Girl with the Dragon Tattoo,David Fincher,"['Daniel Craig', 'Rooney Mara']",2011-12-14
1572,Die Hard: With a Vengeance,John McTiernan,"['Bruce Willis', 'Jeremy Irons']",1995-05-19
10528,Sherlock Holmes,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law']",2009-12-23
271969,Ben-Hur,Timur Bekmambetov,"['Jack Huston', 'Toby Kebbell']",2016-08-17
10865,Atlantis: The Lost Empire,Gary Trousdale,"['Michael J. Fox', 'Corey Burton']",2001-06-02
258509,Alvin and the Chipmunks: The Road Chip,Walt Becker,"['Jason Lee', 'Justin Long']",2015-12-17
2253,Valkyrie,Bryan Singer,"['Tom Cruise', 'Carice van Houten']",2008-12-25
10661,You Don't Mess with the Zohan,Dennis Dugan,"['Adam Sandler', 'John Turturro']",2008-06-05
257344,Pixels,Chris Columbus,"['Adam Sandler', 'Michelle Monaghan']",2015-07-16
644,A.I. Artificial Intelligence,Steven Spielberg,"['Haley Joel Osment', ""Frances O'Connor""]",2001-06-29
10756,The Haunted Mansion,Rob Minkoff,"['Eddie Murphy', 'Terence Stamp']",2003-11-25
686,Contact,Robert Zemeckis,"['Jodie Foster', 'Matthew McConaughey']",1997-07-11
9383,Hollow Man,Paul Verhoeven,"['Kevin Bacon', 'Elisabeth Shue']",2000-08-04
179,The Interpreter,Sydney Pollack,"['Nicole Kidman', 'Sean Penn']",2005-04-08
76285,Percy Jackson: Sea of Monsters,Thor Freudenthal,"['Logan Lerman', 'Alexandra Daddario']",2013-08-07
1996,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,"['Angelina Jolie', 'Gerard Butler']",2003-07-21
291805,Now You See Me 2,Jon M. Chu,"['Jesse Eisenberg', 'Woody Harrelson']",2016-06-02
10003,The Saint,Phillip Noyce,"['Val Kilmer', 'Elisabeth Shue']",1997-04-03
1535,Spy Game,Tony Scott,"['Robert Redford', 'Brad Pitt']",2001-11-18
2067,Mission to Mars,Brian De Palma,"['Gary Sinise', 'Tim Robbins']",2000-03-10
46195,Rio,Carlos Saldanha,"['Jesse Eisenberg', 'Anne Hathaway']",2011-04-03
2277,Bicentennial Man,Chris Columbus,"['Robin Williams', 'Sam Neill']",1999-12-17
10357,Volcano,Mick Jackson,"['Tommy Lee Jones', 'Anne Heche']",1997-04-25
4477,The Devil's Own,Alan J. Pakula,"['Harrison Ford', 'Brad Pitt']",1997-03-12
8665,K-19: The Widowmaker,Kathryn Bigelow,"['Harrison Ford', 'Liam Neeson']",2002-07-19
9387,Conan the Barbarian,John Milius,"['Arnold Schwarzenegger', 'James Earl Jones']",1982-04-02
921,Cinderella Man,Ron Howard,"['Russell Crowe', 'Renée Zellweger']",2005-06-02
49852,The Nutcracker: The Untold Story,Andrei Konchalovsky,"['Elle Fanning', 'Nathan Lane']",2010-11-24
4464,Seabiscuit,Gary Ross,"['Jeff Bridges', 'David McCullough']",2003-07-22
664,Twister,Jan de Bont,"['Helen Hunt', 'Bill Paxton']",1996-05-10
8358,Cast Away,Robert Zemeckis,"['Tom Hanks', 'Helen Hunt']",2000-12-22
9836,Happy Feet,George Miller,"['Elijah Wood', 'Robin Williams']",2006-11-16
2502,The Bourne Supremacy,Paul Greengrass,"['Matt Damon', 'Franka Potente']",2004-07-23
9772,Air Force One,Wolfgang Petersen,"['Harrison Ford', 'Gary Oldman']",1997-07-25
161,Ocean's Eleven,Steven Soderbergh,"['George Clooney', 'Brad Pitt']",2001-12-07
52451,The Three Musketeers,Paul W.S. Anderson,"['Milla Jovovich', 'Orlando Bloom']",2011-08-31
76492,Hotel Transylvania,Genndy Tartakovsky,"['Adam Sandler', 'Steve Buscemi']",2012-09-20
4523,Enchanted,Kevin Lima,"['Amy Adams', 'Patrick Dempsey']",2007-11-20
59961,Safe House,Daniel Espinosa,"['Denzel Washington', 'Ryan Reynolds']",2012-02-09
10481,102 Dalmatians,Kevin Lima,"['Glenn Close', 'Ioan Gruffudd']",2000-10-07
59108,Tower Heist,Brett Ratner,"['Ben Stiller', 'Eddie Murphy']",2011-11-02
1581,The Holiday,Nancy Meyers,"['Cameron Diaz', 'Kate Winslet']",2006-12-08
9798,Enemy of the State,Tony Scott,"['Will Smith', 'Gene Hackman']",1998-11-20
22897,It's Complicated,Nancy Meyers,"['Meryl Streep', 'Alec Baldwin']",2009-12-23
298,Ocean's Thirteen,Steven Soderbergh,"['George Clooney', 'Brad Pitt']",2007-06-07
7484,Open Season,Jill Culton,"['Martin Lawrence', 'Ashton Kutcher']",2006-09-29
157350,Divergent,Neil Burger,"['Shailene Woodley', 'Theo James']",2014-03-14
853,Enemy at the Gates,Jean-Jacques Annaud,"['Jude Law', 'Rachel Weisz']",2001-03-13
10159,The Rundown,Peter Berg,"['Dwayne Johnson', 'Seann William Scott']",2003-09-26
9593,Last Action Hero,John McTiernan,"['Arnold Schwarzenegger', 'F. Murray Abraham']",1993-06-18
1904,Memoirs of a Geisha,Rob Marshall,"['Zhang Ziyi', 'Gong Li']",2005-12-06
9615,The Fast and the Furious: Tokyo Drift,Justin Lin,"['Lucas Black', 'Nathalie Kelley']",2006-06-03
51052,Arthur Christmas,Barry Cook,"['James McAvoy', 'Hugh Laurie']",2011-02-22
297,Meet Joe Black,Martin Brest,"['Brad Pitt', 'Anthony Hopkins']",1998-11-12
9884,Collateral Damage,Andrew Davis,"['Arnold Schwarzenegger', 'Francesca Neri']",2002-02-06
16858,All That Jazz,Bob Fosse,"['Roy Scheider', 'Jessica Lange']",1979-12-20
62764,Mirror Mirror,Tarsem Singh,"['Julia Roberts', 'Lily Collins']",2012-03-15
22538,Scott Pilgrim vs. the World,Edgar Wright,"['Michael Cera', 'Mary Elizabeth Winstead']",2010-07-27
9341,The Core,Jon Amiel,"['Aaron Eckhart', 'Hilary Swank']",2003-03-28
12107,Nutty Professor II: The Klumps,Peter Segal,"['Eddie Murphy', 'Janet Jackson']",2000-07-27
9637,Scooby-Doo,Raja Gosnell,"['Freddie Prinze Jr.', 'Sarah Michelle Gellar']",2002-06-14
49049,Dredd,Pete Travis,"['Karl Urban', 'Olivia Thirlby']",2012-09-07
9339,Click,Frank Coraci,"['Adam Sandler', 'Kate Beckinsale']",2006-06-22
16281,Creepshow,George A. Romero,"['Hal Holbrook', 'Adrienne Barbeau']",1982-11-12
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,Brad Peyton,"['James Marsden', 'Nick Nolte']",2010-07-30
8247,Jumper,Doug Liman,"['Hayden Christensen', 'Jamie Bell']",2008-02-10
11253,Hellboy II: The Golden Army,Guillermo del Toro,"['Ron Perlman', 'Selma Blair']",2008-07-11
1949,Zodiac,David Fincher,"['Jake Gyllenhaal', 'Robert Downey Jr.']",2007-03-02
8452,The 6th Day,Roger Spottiswoode,"['Arnold Schwarzenegger', 'Michael Rapaport']",2000-11-17
310,Bruce Almighty,Tom Shadyac,"['Jim Carrey', 'Jennifer Aniston']",2003-05-23
27578,The Expendables,Sylvester Stallone,"['Sylvester Stallone', 'Jason Statham']",2010-08-03
954,Mission: Impossible,Brian De Palma,"['Tom Cruise', 'Jon Voight']",1996-05-22
70160,The Hunger Games,Gary Ross,"['Jennifer Lawrence', 'Josh Hutcherson']",2012-03-12
45243,The Hangover Part II,Todd Phillips,"['Bradley Cooper', 'Ed Helms']",2011-05-25
364,Batman Returns,Tim Burton,"['Michael Keaton', 'Danny DeVito']",1992-06-19
7518,Over the Hedge,Karey Kirkpatrick,"['Bruce Willis', 'Garry Shandling']",2006-04-22
11544,Lilo & Stitch,Chris Sanders,"['Chris Sanders', 'Daveigh Chase']",2002-06-21
9986,Charlotte's Web,Gary Winick,"['Julia Roberts', 'Steve Buscemi']",2006-12-15
8656,Deep Impact,Mimi Leder,"['Robert Duvall', 'Téa Leoni']",1998-05-08
146216,RED 2,Dean Parisot,"['Bruce Willis', 'Catherine Zeta-Jones']",2013-07-18
9291,The Longest Yard,Peter Segal,"['Adam Sandler', 'Chris Rock']",2005-05-19
55301,Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,"['Jason Lee', 'David Cross']",2011-12-14
109418,Grown Ups 2,Dennis Dugan,"['Adam Sandler', 'Kevin James']",2013-07-11
11665,Get Smart,Peter Segal,"['Steve Carell', 'Anne Hathaway']",2008-06-19
6964,Something's Gotta Give,Nancy Meyers,"['Jack Nicholson', 'Diane Keaton']",2003-12-12
11324,Shutter Island,Martin Scorsese,"['Leonardo DiCaprio', 'Mark Ruffalo']",2010-02-18
12193,Four Christmases,Seth Gordon,"['Vince Vaughn', 'Reese Witherspoon']",2008-11-26
9928,Robots,Chris Wedge,"['Robin Williams', 'Ewan McGregor']",2005-03-10
754,Face/Off,John Woo,"['John Travolta', 'Nicolas Cage']",1997-06-27
10202,Bedtime Stories,Adam Shankman,"['Adam Sandler', 'Keri Russell']",2008-12-24
4147,Road to Perdition,Sam Mendes,"['Tom Hanks', 'Tyler Hoechlin']",2002-07-12
50546,Just Go with It,Dennis Dugan,"['Adam Sandler', 'Jennifer Aniston']",2011-02-10
1701,Con Air,Simon West,"['Nicolas Cage', 'John Cusack']",1997-06-01
13027,Eagle Eye,D.J. Caruso,"['Shia LaBeouf', 'Michelle Monaghan']",2008-09-25
2289,Cold Mountain,Anthony Minghella,"['Jude Law', 'Nicole Kidman']",2003-12-24
20504,The Book of Eli,Albert Hughes,"['Denzel Washington', 'Gary Oldman']",2010-01-14
9574,Flubber,Les Mayfield,"['Robin Williams', 'Marcia Gay Harden']",1997-11-26
11618,The Haunting,Jan de Bont,"['Liam Neeson', 'Catherine Zeta-Jones']",1999-07-23
2300,Space Jam,Joe Pytka,"['Michael Jordan', 'Wayne Knight']",1996-11-15
12096,The Pink Panther,Shawn Levy,"['Steve Martin', 'Kevin Kline']",2006-01-18
10200,The Day the Earth Stood Still,Scott Derrickson,"['Keanu Reeves', 'Jennifer Connelly']",2008-12-10
8834,Conspiracy Theory,Richard Donner,"['Mel Gibson', 'Julia Roberts']",1997-08-07
228150,Fury,David Ayer,"['Brad Pitt', 'Shia LaBeouf']",2014-10-15
6068,Six Days Seven Nights,Ivan Reitman,"['Harrison Ford', 'Anne Heche']",1998-06-12
41515,Yogi Bear,Eric Brevig,"['Dan Aykroyd', 'Justin Timberlake']",2010-12-11
9023,Spirit: Stallion of the Cimarron,Kelly Asbury,"['Matt Damon', 'James Cromwell']",2002-05-24
38317,Zookeeper,Frank Coraci,"['Kevin James', 'Rosario Dawson']",2011-07-06
2157,Lost in Space,Stephen Hopkins,"['Gary Oldman', 'William Hurt']",1998-04-03
14462,The Manchurian Candidate,Jonathan Demme,"['Denzel Washington', 'Meryl Streep']",2004-07-30
161795,Déjà Vu,Henry Jaglom,"['Stephen Dillane', 'Victoria Foyt']",1998-04-22
159824,Hotel Transylvania 2,Genndy Tartakovsky,"['Adam Sandler', 'Andy Samberg']",2015-09-21
49948,Fantasia 2000,James Algar,"['Steve Martin', 'Itzhak Perlman']",1999-12-17
2135,The Time Machine,Simon Wells,"['Guy Pearce', 'Mark Addy']",2002-03-04
9822,Mighty Joe Young,Ron Underwood,"['Charlize Theron', 'Rade Serbedzija']",1998-12-25
9705,Swordfish,Dominic Sena,"['John Travolta', 'Hugh Jackman']",2001-06-07
1656,The Legend of Zorro,Martin Campbell,"['Antonio Banderas', 'Catherine Zeta-Jones']",2005-10-24
12159,What Dreams May Come,Vincent Ward,"['Robin Williams', 'Cuba Gooding Jr.']",1998-10-02
9678,Little Nicky,Steven Brill,"['Adam Sandler', 'Patricia Arquette']",2000-11-10
4442,The Brothers Grimm,Terry Gilliam,"['Heath Ledger', 'Matt Damon']",2005-08-26
75,Mars Attacks!,Tim Burton,"['Jack Nicholson', 'Glenn Close']",1996-12-12
330770,Evolution,Lucile Hadzihalilovic,"['Max Brebant', 'Roxane Duran']",2015-09-14
9433,The Edge,Lee Tamahori,"['Alec Baldwin', 'Anthony Hopkins']",1997-09-06
19959,Surrogates,Jonathan Mostow,"['Bruce Willis', 'Radha Mitchell']",2009-09-24
11973,Thirteen Days,Roger Donaldson,"['Kevin Costner', 'Bruce Greenwood']",2000-12-24
11228,Daylight,Rob Cohen,"['Sylvester Stallone', 'Amy Brenneman']",1996-12-06
77951,Walking With Dinosaurs,Barry Cook,"['Charlie Rowe', 'Justin Long']",2013-12-18
5491,Battlefield Earth,Roger Christian,"['John Travolta', 'Barry Pepper']",2000-05-10
10715,Looney Tunes: Back in Action,Joe Dante,"['Brendan Fraser', 'Jenna Elfman']",2003-11-14
10197,Nine,Rob Marshall,"['Judi Dench', 'Daniel Day-Lewis']",2009-12-03
9562,Timeline,Richard Donner,"['Paul Walker', ""Frances O'Connor""]",2003-11-26
9922,The Postman,Kevin Costner,"['Kevin Costner', 'Will Patton']",1997-12-25
9447,Babe: Pig in the City,George Miller,"['James Cromwell', 'Mary Stein']",1998-11-25
274854,The Last Witch Hunter,Breck Eisner,"['Vin Diesel', 'Rose Leslie']",2015-10-21
8870,Red Planet,Antony Hoffman,"['Val Kilmer', 'Carrie-Anne Moss']",2000-11-10
9992,Arthur and the Invisibles,Luc Besson,"['Freddie Highmore', 'Mia Farrow']",2006-12-13
36970,Oceans,Jacques Perrin,"['Pierce Brosnan', 'Jacques Perrin']",2009-10-17
10077,A Sound of Thunder,Peter Hyams,"['Heike Makatsch', 'Armin Rohde']",2005-05-15
76649,Pompeii,Paul W.S. Anderson,"['Kit Harington', 'Carrie-Anne Moss']",2014-02-18
293644,Top Cat Begins,Andrés Couturier,"['Jason Harris', 'David Hoffman']",2015-10-30
453,A Beautiful Mind,Ron Howard,"['Russell Crowe', 'Ed Harris']",2001-12-11
8587,The Lion King,Roger Allers,"['Jonathan Taylor Thomas', 'Matthew Broderick']",1994-06-23
72545,Journey 2: The Mysterious Island,Brad Peyton,"['Dwayne Johnson', 'Josh Hutcherson']",2012-01-19
109451,Cloudy with a Chance of Meatballs 2,Cody Cameron,"['Bill Hader', 'Anna Faris']",2013-09-26
9533,Red Dragon,Brett Ratner,"['Anthony Hopkins', 'Edward Norton']",2002-09-29
2023,Hidalgo,Joe Johnston,"['Viggo Mortensen', 'Zuleikha Robinson']",2004-03-05
71880,Jack and Jill,Dennis Dugan,"['Adam Sandler', 'Katie Holmes']",2011-11-11
584,2 Fast 2 Furious,John Singleton,"['Paul Walker', 'Tyrese Gibson']",2003-06-05
309809,The Little Prince,Mark Osborne,"['Jeff Bridges', 'Rachel McAdams']",2015-07-29
4858,The Invasion,Oliver Hirschbiegel,"['Nicole Kidman', 'Daniel Craig']",2007-08-17
17711,The Adventures of Rocky & Bullwinkle,Des McAnuff,"['Rene Russo', 'Jason Alexander']",2000-06-30
328111,The Secret Life of Pets,Chris Renaud,"['Louis C.K.', 'Eric Stonestreet']",2016-06-18
8698,The League of Extraordinary Gentlemen,Stephen Norrington,"['Sean Connery', 'Peta Wilson']",2003-07-11
93456,Despicable Me 2,Pierre Coffin,"['Steve Carell', 'Kristen Wiig']",2013-06-25
602,Independence Day,Roland Emmerich,"['Will Smith', 'Bill Pullman']",1996-06-25
330,The Lost World: Jurassic Park,Steven Spielberg,"['Jeff Goldblum', 'Julianne Moore']",1997-05-23
953,Madagascar,Eric Darnell,"['Ben Stiller', 'Chris Rock']",2005-05-25
9693,Children of Men,Alfonso Cuarón,"['Clive Owen', 'Michael Caine']",2006-09-22
36657,X-Men,Bryan Singer,"['Patrick Stewart', 'Hugh Jackman']",2000-07-13
8909,Wanted,Timur Bekmambetov,"['Angelina Jolie', 'James McAvoy']",2008-06-19
9802,The Rock,Michael Bay,"['Sean Connery', 'Nicolas Cage']",1996-06-06
950,Ice Age: The Meltdown,Carlos Saldanha,"['Ray Romano', 'John Leguizamo']",2006-03-23
1824,50 First Dates,Peter Segal,"['Adam Sandler', 'Drew Barrymore']",2004-02-13
2976,Hairspray,Adam Shankman,"['John Travolta', 'Michelle Pfeiffer']",2007-07-13
11026,Exorcist: The Beginning,Renny Harlin,"['Stellan Skarsgård', 'Izabella Scorupco']",2004-08-20
332,Inspector Gadget,David Kellogg,"['Matthew Broderick', 'Rupert Everett']",1999-07-23
75656,Now You See Me,Louis Leterrier,"['Jesse Eisenberg', 'Mark Ruffalo']",2013-05-29
38365,Grown Ups,Dennis Dugan,"['Adam Sandler', 'Salma Hayek']",2010-06-24
594,The Terminal,Steven Spielberg,"['Tom Hanks', 'Catherine Zeta-Jones']",2004-06-17
15189,Hotel for Dogs,Thor Freudenthal,"['Emma Roberts', 'Jake T. Austin']",2009-01-16
11678,Vertical Limit,Martin Campbell,"[""Chris O'Donnell"", 'Robin Tunney']",2000-12-08
6538,Charlie Wilson's War,Mike Nichols,"['Tom Hanks', 'Philip Seymour Hoffman']",2007-12-19
10555,Shark Tale,Vicky Jenson,"['Will Smith', 'Robert De Niro']",2004-09-20
